WARNING:root:Defaulting to PJRT_DEVICE=CPU
2025-06-26 13:18:53.816 (   0.000s) [        D6ED4480]      dylib_platform.cc:47       1| DylibPlatform::SubclassInitialize
    builtin.module @SyncTensorsGraph.13 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 2x4>]>, ttcore.system_desc = #ttcore.system_desc<[{role = host, target_triple = "x86_64-pc-linux"}], [{arch = <wormhole_b0>, grid = 8x8, coord_translation_offsets = 18x18, l1_size = 1499136, num_dram_channels = 12, dram_channel_size = 1073741824, noc_l1_address_align_bytes = 16, pcie_address_align_bytes = 32, noc_dram_address_align_bytes = 32, l1_unreserved_base = 97248, erisc_l1_unreserved_base = 69632, dram_unreserved_base = 32, dram_unreserved_end = 1073174528, physical_helper_cores = {dram = [ 0x0,  0x1,  0x2,  0x3,  0x4,  0x5,  0x6,  0x7,  0x8,  0x9,  0x10,  0x11] eth = [ 16x18,  16x25,  17x21,  17x22,  17x25] eth_inactive = [ 16x19,  16x20,  16x21,  16x22,  16x23,  16x24,  17x19,  17x20,  17x23,  17x24]}, supported_data_types = [<f32>, <f16>, <bf16>, <bfp_f8>, <bfp_bf8>, <bfp_f4>, <bfp_bf4>, <bfp_f2>, <bfp_bf2>, <u32>, <u16>, <u8>, <si32>], supported_tile_sizes = [ 4x16,  16x16,  32x16,  4x32,  16x32,  32x32], dst_register_size_tiles = 8, num_cbs = 32, num_compute_threads = 1, num_datamovement_threads = 2}, {arch = <wormhole_b0>, grid = 8x8, coord_translation_offsets = 18x18, l1_size = 1499136, num_dram_channels = 12, dram_channel_size = 1073741824, noc_l1_address_align_bytes = 16, pcie_address_align_bytes = 32, noc_dram_address_align_bytes = 32, l1_unreserved_base = 97248, erisc_l1_unreserved_base = 69632, dram_unreserved_base = 32, dram_unreserved_end = 1073174528, physical_helper_cores = {dram = [ 0x0,  0x1,  0x2,  0x3,  0x4,  0x5,  0x6,  0x7,  0x8,  0x9,  0x10,  0x11] eth = [ 16x21,  16x22,  17x21,  17x22,  17x25] eth_inactive = [ 16x18,  16x19,  16x20,  16x23,  16x24,  16x25,  17x19,  17x20,  17x23,  17x24]}, supported_data_types = [<f32>, <f16>, <bf16>, <bfp_f8>, <bfp_bf8>, <bfp_f4>, <bfp_bf4>, <bfp_f2>, <bfp_bf2>, <u32>, <u16>, <u8>, <si32>], supported_tile_sizes = [ 4x16,  16x16,  32x16,  4x32,  16x32,  32x32], dst_register_size_tiles = 8, num_cbs = 32, num_compute_threads = 1, num_datamovement_threads = 2}, {arch = <wormhole_b0>, grid = 8x8, coord_translation_offsets = 18x18, l1_size = 1499136, num_dram_channels = 12, dram_channel_size = 1073741824, noc_l1_address_align_bytes = 16, pcie_address_align_bytes = 32, noc_dram_address_align_bytes = 32, l1_unreserved_base = 97248, erisc_l1_unreserved_base = 69632, dram_unreserved_base = 32, dram_unreserved_end = 1073174528, physical_helper_cores = {dram = [ 0x0,  0x1,  0x2,  0x3,  0x4,  0x5,  0x6,  0x7,  0x8,  0x9,  0x10,  0x11] eth = [ 16x21,  16x22,  17x21,  17x22,  17x25] eth_inactive = [ 16x18,  16x19,  16x20,  16x23,  16x24,  16x25,  17x19,  17x20,  17x23,  17x24]}, supported_data_types = [<f32>, <f16>, <bf16>, <bfp_f8>, <bfp_bf8>, <bfp_f4>, <bfp_bf4>, <bfp_f2>, <bfp_bf2>, <u32>, <u16>, <u8>, <si32>], supported_tile_sizes = [ 4x16,  16x16,  32x16,  4x32,  16x32,  32x32], dst_register_size_tiles = 8, num_cbs = 32, num_compute_threads = 1, num_datamovement_threads = 2}, {arch = <wormhole_b0>, grid = 8x8, coord_translation_offsets = 18x18, l1_size = 1499136, num_dram_channels = 12, dram_channel_size = 1073741824, noc_l1_address_align_bytes = 16, pcie_address_align_bytes = 32, noc_dram_address_align_bytes = 32, l1_unreserved_base = 97248, erisc_l1_unreserved_base = 69632, dram_unreserved_base = 32, dram_unreserved_end = 1073174528, physical_helper_cores = {dram = [ 0x0,  0x1,  0x2,  0x3,  0x4,  0x5,  0x6,  0x7,  0x8,  0x9,  0x10,  0x11] eth = [ 16x18,  16x25,  17x21,  17x22,  17x25] eth_inactive = [ 16x19,  16x20,  16x21,  16x22,  16x23,  16x24,  17x19,  17x20,  17x23,  17x24]}, supported_data_types = [<f32>, <f16>, <bf16>, <bfp_f8>, <bfp_bf8>, <bfp_f4>, <bfp_bf4>, <bfp_f2>, <bfp_bf2>, <u32>, <u16>, <u8>, <si32>], supported_tile_sizes = [ 4x16,  16x16,  32x16,  4x32,  16x32,  32x32], dst_register_size_tiles = 8, num_cbs = 32, num_compute_threads = 1, num_datamovement_threads = 2}, {arch = <wormhole_b0>, grid = 8x8, coord_translation_offsets = 18x18, l1_size = 1499136, num_dram_channels = 12, dram_channel_size = 1073741824, noc_l1_address_align_bytes = 16, pcie_address_align_bytes = 32, noc_dram_address_align_bytes = 32, l1_unreserved_base = 97248, erisc_l1_unreserved_base = 69632, dram_unreserved_base = 32, dram_unreserved_end = 1073190752, physical_helper_cores = {dram = [ 0x0,  0x1,  0x2,  0x3,  0x4,  0x5,  0x6,  0x7,  0x8,  0x9,  0x10,  0x11] eth = [ 16x21,  16x22,  16x25] eth_inactive = [ 16x19,  16x20,  16x23,  16x24,  17x18,  17x19,  17x20,  17x21,  17x22,  17x23,  17x24,  17x25]}, supported_data_types = [<f32>, <f16>, <bf16>, <bfp_f8>, <bfp_bf8>, <bfp_f4>, <bfp_bf4>, <bfp_f2>, <bfp_bf2>, <u32>, <u16>, <u8>, <si32>], supported_tile_sizes = [ 4x16,  16x16,  32x16,  4x32,  16x32,  32x32], dst_register_size_tiles = 8, num_cbs = 32, num_compute_threads = 1, num_datamovement_threads = 2}, {arch = <wormhole_b0>, grid = 8x8, coord_translation_offsets = 18x18, l1_size = 1499136, num_dram_channels = 12, dram_channel_size = 1073741824, noc_l1_address_align_bytes = 16, pcie_address_align_bytes = 32, noc_dram_address_align_bytes = 32, l1_unreserved_base = 97248, erisc_l1_unreserved_base = 69632, dram_unreserved_base = 32, dram_unreserved_end = 1073190752, physical_helper_cores = {dram = [ 0x0,  0x1,  0x2,  0x3,  0x4,  0x5,  0x6,  0x7,  0x8,  0x9,  0x10,  0x11] eth = [ 16x21,  16x22,  16x25] eth_inactive = [ 16x19,  16x20,  16x23,  16x24,  17x18,  17x19,  17x20,  17x21,  17x22,  17x23,  17x24,  17x25]}, supported_data_types = [<f32>, <f16>, <bf16>, <bfp_f8>, <bfp_bf8>, <bfp_f4>, <bfp_bf4>, <bfp_f2>, <bfp_bf2>, <u32>, <u16>, <u8>, <si32>], supported_tile_sizes = [ 4x16,  16x16,  32x16,  4x32,  16x32,  32x32], dst_register_size_tiles = 8, num_cbs = 32, num_compute_threads = 1, num_datamovement_threads = 2}, {arch = <wormhole_b0>, grid = 8x8, coord_translation_offsets = 18x18, l1_size = 1499136, num_dram_channels = 12, dram_channel_size = 1073741824, noc_l1_address_align_bytes = 16, pcie_address_align_bytes = 32, noc_dram_address_align_bytes = 32, l1_unreserved_base = 97248, erisc_l1_unreserved_base = 69632, dram_unreserved_base = 32, dram_unreserved_end = 1073190752, physical_helper_cores = {dram = [ 0x0,  0x1,  0x2,  0x3,  0x4,  0x5,  0x6,  0x7,  0x8,  0x9,  0x10,  0x11] eth = [ 16x21,  16x22,  16x25] eth_inactive = [ 16x19,  16x20,  16x23,  16x24,  17x18,  17x19,  17x20,  17x21,  17x22,  17x23,  17x24,  17x25]}, supported_data_types = [<f32>, <f16>, <bf16>, <bfp_f8>, <bfp_bf8>, <bfp_f4>, <bfp_bf4>, <bfp_f2>, <bfp_bf2>, <u32>, <u16>, <u8>, <si32>], supported_tile_sizes = [ 4x16,  16x16,  32x16,  4x32,  16x32,  32x32], dst_register_size_tiles = 8, num_cbs = 32, num_compute_threads = 1, num_datamovement_threads = 2}, {arch = <wormhole_b0>, grid = 8x8, coord_translation_offsets = 18x18, l1_size = 1499136, num_dram_channels = 12, dram_channel_size = 1073741824, noc_l1_address_align_bytes = 16, pcie_address_align_bytes = 32, noc_dram_address_align_bytes = 32, l1_unreserved_base = 97248, erisc_l1_unreserved_base = 69632, dram_unreserved_base = 32, dram_unreserved_end = 1073190752, physical_helper_cores = {dram = [ 0x0,  0x1,  0x2,  0x3,  0x4,  0x5,  0x6,  0x7,  0x8,  0x9,  0x10,  0x11] eth = [ 16x21,  16x22,  16x25] eth_inactive = [ 16x19,  16x20,  16x23,  16x24,  17x18,  17x19,  17x20,  17x21,  17x22,  17x23,  17x24,  17x25]}, supported_data_types = [<f32>, <f16>, <bf16>, <bfp_f8>, <bfp_bf8>, <bfp_f4>, <bfp_bf4>, <bfp_f2>, <bfp_bf2>, <u32>, <u16>, <u8>, <si32>], supported_tile_sizes = [ 4x16,  16x16,  32x16,  4x32,  16x32,  32x32], dst_register_size_tiles = 8, num_cbs = 32, num_compute_threads = 1, num_datamovement_threads = 2}], [0, 1, 2, 3, 4, 5, 6, 7], [3 : i32, 3 : i32, 3 : i32, 3 : i32, 0 : i32, 0 : i32, 0 : i32, 0 : i32], [ 0x0x0x0]>} {
      ttcore.device @default_device = <workerGrid = #ttcore.grid<16x32, (d0, d1) -> ((d0 floordiv 8) * 4 + d1 floordiv 8, d0 mod 2, d1 mod 4)>, l1Map = (d0, d1, d2)[s0] -> ((d0 floordiv 8) * 4 + d1 floordiv 8, d0 mod 2, d1 mod 4, d2 + s0), dramMap = (d0, d1, d2)[s0, s1, s2, s3, s4, s5] -> (0, 0, (((d0 * s1) * (s2 * s3) + d1 * (s2 * s3) + d2) floordiv s4) mod 12, ((d0 * s1) * (s2 * s3) + d1 * (s2 * s3) + d2) floordiv (s4 * 12) + ((d0 * s1) * (s2 * s3) + d1 * (s2 * s3) + d2) mod s4 + s5), meshShape = 2x4, chipIds = [0, 1, 2, 3, 4, 5, 6, 7]>
      func.func @main(%arg0: tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>, %arg1: tensor<8192x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<256x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>, %arg2: tensor<1024x8192xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x256x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<2048x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<64x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>> {
        %0 = "ttnn.get_device"() <{mesh_offset = #ttnn<mesh_offset 0x0>, mesh_shape = #ttnn<mesh_shape 2x4>}> : () -> !ttnn.device
        %1 = "ttnn.matmul"(%arg2, %arg1) <{transpose_a = false, transpose_b = false}> : (tensor<1024x8192xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x256x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>, tensor<8192x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<256x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%arg2) <{force = false}> : (tensor<1024x8192xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x256x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        "ttnn.deallocate"(%arg1) <{force = false}> : (tensor<8192x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<256x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %2 = "ttnn.reshape"(%arg0) <{shape = [1 : i32, 1 : i32]}> : (tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<1x1xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%arg0) <{force = false}> : (tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %3 = "ttnn.add"(%1, %2) : (tensor<1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>, tensor<1x1xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%2) <{force = false}> : (tensor<1x1xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        "ttnn.deallocate"(%1) <{force = false}> : (tensor<1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %4 = "ttnn.reshape"(%3) <{shape = [1 : i32, 1024 : i32, 4096 : i32]}> : (tensor<1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<1x1024x4096xf32, #ttnn.ttnn_layout<(d0, d1, d2) -> (d0 * 1024 + d1, d2), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%3) <{force = false}> : (tensor<1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %5 = "ttnn.all_gather"(%4, %0) <{all_gather_dim = 0 : si32, cluster_axis = 0 : ui32, num_links = 1 : ui32}> : (tensor<1x1024x4096xf32, #ttnn.ttnn_layout<(d0, d1, d2) -> (d0 * 1024 + d1, d2), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>, !ttnn.device) -> tensor<2x1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<64x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%4) <{force = false}> : (tensor<1x1024x4096xf32, #ttnn.ttnn_layout<(d0, d1, d2) -> (d0 * 1024 + d1, d2), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<32x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %6 = "ttnn.reshape"(%5) <{shape = [2048 : i32, 4096 : i32]}> : (tensor<2x1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<64x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<2048x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<64x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%5) <{force = false}> : (tensor<2x1024x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<64x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        return %6 : tensor<2048x4096xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh", [ 2(0),  1]>, memref<64x128x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
      }
    }
  }
}
2025-06-26 13:18:57.733 (   3.916s) [        D6ED4480]loaded_executable_insta:394      1| LoadedExecutableInstance::PJRT_LoadedExecutable_GetExecutable
2025-06-26 13:18:57.733 (   3.916s) [        D6ED4480]loaded_executable_insta:413      1| LoadedExecutableInstance::PJRT_LoadedExecutable_AddressableDevices
2025-06-26 13:18:57.733 (   3.916s) [        D6ED4480]              stubs.inc:76    WARN| STUB: PJRT_Executable_GetCompiledMemoryStats
2025-06-26 13:18:57.733 (   3.916s) [        D6ED4480]      error_instance.cc:49       1| ErrorInstance::PJRT_Error_Message
2025-06-26 13:18:57.733 (   3.916s) [        D6ED4480]      error_instance.cc:58       1| ErrorInstance::PJRT_Error_GetCode
2025-06-26 13:18:57.733 (   3.916s) [        D6ED4480]      error_instance.cc:43       1| ErrorInstance::PJRT_Error_Destroy
2025-06-26 13:18:57.733 (   3.916s) [        D6ED4480] executable_instance.cc:103      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2025-06-26 13:18:57.733 (   3.916s) [        D6ED4480] executable_instance.cc:103      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2025-06-26 13:18:57.736 (   3.920s) [        D6ED4480] executable_instance.cc:103      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2025-06-26 13:18:57.736 (   3.920s) [        D6ED4480] executable_instance.cc:103      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2025-06-26 13:18:57.739 (   3.922s) [        F27F4640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.739 (   3.922s) [        F27F4640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.739 (   3.922s) [        F27F4640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     buffer_instance.cc:507      1| BufferInstance::PJRT_Buffer_Device
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640] executable_instance.cc:135      1| ExecutableInstance::PJRT_Executable_NumOutputs
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]loaded_executable_insta:450      1| LoadedExecutableInstance::PJRT_LoadedExecutable_Execute
2025-06-26 13:18:57.739 (   3.923s) [        F27F4640]loaded_executable_insta:81       1| LoadedExecutableInstance::Execute
2025-06-26 13:18:59.088 | critical |          Always | Invalid arguments to reshape (assert.hpp:107)
Partition Spec:  ('x', None)
Translated partition spec: (0, None)
Dims:  [2, 1, 4]
Reshape Dims:  [2, 4]
Transpose Perm:  [0, 1]
----------OP SHARDING----------
Tile Assignment Dimensions:  [2, 1, 4]
Tile Assignment Devices:  []
Iota Reshape Dims:  [8]
Iota Transpose Perm:  [0]
---------\OP SHARDING----------
----------OP SHARDING----------
Tile Assignment Dimensions:  []
Tile Assignment Devices:  []
Iota Reshape Dims:  []
Iota Transpose Perm:  []
---------\OP SHARDING----------
Traceback (most recent call last):
  File "/localdev/hshah/tt-xla/examples/xla_all_gather_op_v1.py", line 119, in <module>
    y = y.to("cpu")
RuntimeError: TT_FATAL @ /localdev/hshah/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal/ttnn/core/tensor/tensor_utils.cpp:55: new_volume == old_volume
info:
Invalid arguments to reshape
