WARNING:root:Defaulting to PJRT_DEVICE=CPU
2025-07-04 09:47:16.221 (   0.000s) [        1517A480]      dylib_platform.cc:47       1| DylibPlatform::SubclassInitialize
        %2 = "ttnn.mesh_shard"(%arg1, %0) <{shard_dims = array<i64: 0, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 2, 4>, shard_type = #ttcore.shard_type<devices>}> : (tensor<8192x784xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, memref<8192x784xf32, #ttnn.buffer_type<system_memory>>>>, !ttnn.device) -> tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<4096x196xf32, #ttnn.buffer_type<system_memory>>>>
        "ttnn.deallocate"(%arg1) <{force = false}> : (tensor<8192x784xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, memref<8192x784xf32, #ttnn.buffer_type<system_memory>>>>) -> ()
        %3 = "ttnn.to_layout"(%1) <{layout = #ttnn.layout<tile>}> : (tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1xf32, #ttnn.buffer_type<system_memory>>>>) -> tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>
        "ttnn.deallocate"(%1) <{force = false}> : (tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1xf32, #ttnn.buffer_type<system_memory>>>>) -> ()
        %4 = "ttnn.to_device"(%3, %0) <{memory_config = #ttnn.memory_config<<dram>, <interleaved>>}> : (tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>, !ttnn.device) -> tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%3) <{force = false}> : (tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>) -> ()
        %5 = "ttnn.reshape"(%4) <{shape = [1 : i32, 1 : i32]}> : (tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<1x1xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%4) <{force = false}> : (tensor<1xf32, #ttnn.ttnn_layout<(d0) -> (0, d0), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %6 = "ttnn.to_layout"(%2) <{layout = #ttnn.layout<tile>}> : (tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<4096x196xf32, #ttnn.buffer_type<system_memory>>>>) -> tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>
        "ttnn.deallocate"(%2) <{force = false}> : (tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<4096x196xf32, #ttnn.buffer_type<system_memory>>>>) -> ()
        %7 = "ttnn.to_device"(%6, %0) <{memory_config = #ttnn.memory_config<<dram>, <interleaved>>}> : (tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>, !ttnn.device) -> tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%6) <{force = false}> : (tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>) -> ()
        %8 = "ttnn.add"(%7, %5) <{output_dtype = #ttcore.supportedDataTypes<f32>}> : (tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>, tensor<1x1xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%7) <{force = false}> : (tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        "ttnn.deallocate"(%5) <{force = false}> : (tensor<1x1xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<1x1x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %9 = "ttnn.reshape"(%8) <{shape = [1 : i32, 4096 : i32, 196 : i32]}> : (tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<1x4096x196xf32, #ttnn.ttnn_layout<(d0, d1, d2) -> (d0 * 4096 + d1, d2), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%8) <{force = false}> : (tensor<4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %10 = "ttnn.all_gather"(%9, %0) <{all_gather_dim = 0 : si32, cluster_axis = 1 : ui32, num_links = 1 : ui32}> : (tensor<1x4096x196xf32, #ttnn.ttnn_layout<(d0, d1, d2) -> (d0 * 4096 + d1, d2), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>, !ttnn.device) -> tensor<4x4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%9) <{force = false}> : (tensor<1x4096x196xf32, #ttnn.ttnn_layout<(d0, d1, d2) -> (d0 * 4096 + d1, d2), <1x1>, mesh = <"mesh">, memref<128x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %11 = "ttnn.reshape"(%10) <{shape = [16384 : i32, 196 : i32]}> : (tensor<4x4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>
        "ttnn.deallocate"(%10) <{force = false}> : (tensor<4x4096x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %12 = "ttnn.from_device"(%11) : (tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>
        "ttnn.deallocate"(%11) <{force = false}> : (tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<dram>>, <interleaved>>>) -> ()
        %13 = "ttnn.to_layout"(%12) <{layout = #ttnn.layout<row_major>}> : (tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>) -> tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<16384x196xf32, #ttnn.buffer_type<system_memory>>>>
        "ttnn.deallocate"(%12) <{force = false}> : (tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<512x7x!ttcore.tile<32x32, f32>, #ttnn.buffer_type<system_memory>>>>) -> ()
        %14 = "ttnn.mesh_shard"(%13, %0) <{shard_dims = array<i64: 0, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 2, 4>, shard_type = #ttcore.shard_type<devices>}> : (tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<16384x196xf32, #ttnn.buffer_type<system_memory>>>>, !ttnn.device) -> tensor<32768x784xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, memref<32768x784xf32, #ttnn.buffer_type<system_memory>>>>
        "ttnn.deallocate"(%13) <{force = false}> : (tensor<16384x196xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, mesh = <"mesh">, memref<16384x196xf32, #ttnn.buffer_type<system_memory>>>>) -> ()
        return %14 : tensor<32768x784xf32, #ttnn.ttnn_layout<(d0, d1) -> (d0, d1), <1x1>, memref<32768x784xf32, #ttnn.buffer_type<system_memory>>>>
      }
    }
  }
}
2025-07-04 09:47:20.000 (   3.779s) [        1517A480]loaded_executable_insta:398      1| LoadedExecutableInstance::PJRT_LoadedExecutable_GetExecutable
2025-07-04 09:47:20.000 (   3.779s) [        1517A480]loaded_executable_insta:417      1| LoadedExecutableInstance::PJRT_LoadedExecutable_AddressableDevices
2025-07-04 09:47:20.000 (   3.779s) [        1517A480]              stubs.inc:76    WARN| STUB: PJRT_Executable_GetCompiledMemoryStats
2025-07-04 09:47:20.000 (   3.779s) [        1517A480]      error_instance.cc:49       1| ErrorInstance::PJRT_Error_Message
2025-07-04 09:47:20.000 (   3.779s) [        1517A480]      error_instance.cc:58       1| ErrorInstance::PJRT_Error_GetCode
2025-07-04 09:47:20.000 (   3.779s) [        1517A480]      error_instance.cc:43       1| ErrorInstance::PJRT_Error_Destroy
2025-07-04 09:47:20.000 (   3.779s) [        1517A480] executable_instance.cc:106      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2025-07-04 09:47:20.000 (   3.779s) [        1517A480] executable_instance.cc:106      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2025-07-04 09:47:20.003 (   3.783s) [        1517A480] executable_instance.cc:106      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2025-07-04 09:47:20.003 (   3.783s) [        1517A480] executable_instance.cc:106      1| ExecutableInstance::PJRT_Executable_OptimizedProgram
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     buffer_instance.cc:532      1| BufferInstance::PJRT_Buffer_Device
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640] executable_instance.cc:138      1| ExecutableInstance::PJRT_Executable_NumOutputs
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]loaded_executable_insta:454      1| LoadedExecutableInstance::PJRT_LoadedExecutable_Execute
2025-07-04 09:47:20.007 (   3.786s) [        B7FFF640]loaded_executable_insta:81       1| LoadedExecutableInstance::Execute
[32m                 Always[0m | [1m[38;5;69m    INFO[0m | [HET DEBUG] Running mesh shard
[32m                 Always[0m | [1m[38;5;69m    INFO[0m | [HET DEBUG] Input tensor shape: Shape([1])
[32m                 Always[0m | [1m[38;5;69m    INFO[0m | [HET DEBUG] Shard direction: 0
[32m                 Always[0m | [1m[38;5;69m    INFO[0m | [HET DEBUG] Shard type: 1
[32m                 Always[0m | [1m[38;5;69m    INFO[0m | [HET DEBUG] Shard shape: (1, )
[32m                 Always[0m | [1m[38;5;69m    INFO[0m | [HET DEBUG] Shard dims: (-1, )
2025-07-04 09:47:20.358 | critical |          Always | TensorToMesh only supports host tensors; got storage type: StorageType::MULTI_DEVICE_HOST (assert.hpp:107)
Partition Spec:  ('batch', 'model')
Translated partition spec: (0, 1)
Dims:  [2, 4]
Reshape Dims:  [2, 4]
Transpose Perm:  [0, 1]
----------OP SHARDING----------
Tile Assignment Dimensions:  [2, 4]
Tile Assignment Devices:  []
Iota Reshape Dims:  [8]
Iota Transpose Perm:  [0]
---------\OP SHARDING----------
Traceback (most recent call last):
  File "/localdev/hshah/tt-xla/examples/xla_all_gather_simple.py", line 67, in <module>
    y = y.to("cpu")
RuntimeError: TT_FATAL @ /localdev/hshah/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal/ttnn/core/distributed/distributed_tensor.cpp:492: tensor.storage_type() == tt::tt_metal::StorageType::HOST
info:
TensorToMesh only supports host tensors; got storage type: StorageType::MULTI_DEVICE_HOST
backtrace:
 --- /localdev/hshah/tt-xla/third_party/tt-mlir/install/lib/_ttnncpp.so(+0x533840) [0x7f5cff5a0840]
 --- ttnn::distributed::distribute_tensor(tt::tt_metal::Tensor const&, ttnn::distributed::TensorToMesh const&, std::optional<std::reference_wrapper<tt::tt_metal::distributed::MeshDevice> >, ttsl::StrongType<unsigned char, ttnn::QueueIdTag>)
 --- tt::runtime::ttnn::operations::ccl::run(tt::target::ttnn::MeshShardOp const*, tt::runtime::ttnn::ProgramContext&)
 --- tt::runtime::ttnn::ProgramExecutor::execute()
 --- tt::runtime::ttnn::submit(tt::runtime::Device, tt::runtime::Binary, unsigned int, std::vector<tt::runtime::Tensor, std::allocator<tt::runtime::Tensor> >&)
 --- tt::runtime::submit(tt::runtime::Device, tt::runtime::Binary, unsigned int, std::vector<tt::runtime::Tensor, std::allocator<tt::runtime::Tensor> >&)
 --- tt::pjrt::LoadedExecutableInstance::execute(PJRT_LoadedExecutable_Execute_Args*)
 --- tt::pjrt::internal::onLoadedExecutableExecute(PJRT_LoadedExecutable_Execute_Args*)
 --- xla::PjRtCApiLoadedExecutable::Execute(absl::lts_20230802::Span<std::vector<xla::PjRtBuffer*, std::allocator<xla::PjRtBuffer*> > const>, xla::ExecuteOptions const&, std::optional<std::vector<xla::PjRtFuture<void>, std::allocator<xla::PjRtFuture<void> > > >&)
 --- torch_xla::runtime::PjRtComputationClient::ExecuteReplicated(torch_xla::runtime::ComputationClient::Computation const&, absl::lts_20230802::Span<std::shared_ptr<torch_xla::runtime::ComputationClient::Data> const>, absl::lts_20230802::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, torch_xla::runtime::ComputationClient::ExecuteReplicatedOptions const&)
 --- /localdev/hshah/tt-xla/venv/lib/python3.10/site-packages/_XLAC.cpython-310-x86_64-linux-gnu.so(+0x6f4d462) [0x7f5d9aacb462]
 --- torch::lazy::MultiWait::Complete(std::function<void ()> const&)
 --- Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int)
 --- void absl::lts_20230802::internal_any_invocable::RemoteInvoker<false, void, tsl::thread::EigenEnvironment::CreateThread(std::function<void ()>)::{lambda()#1}&>(absl::lts_20230802::internal_any_invocable::TypeErasedState*)
 --- /localdev/hshah/tt-xla/venv/lib/python3.10/site-packages/_XLAC.cpython-310-x86_64-linux-gnu.so(+0x119895e1) [0x7f5da55075e1]
 --- /lib/x86_64-linux-gnu/libc.so.6(+0x94ac3) [0x7f5f1520fac3]
 --- /lib/x86_64-linux-gnu/libc.so.6(+0x126850) [0x7f5f152a1850]

ERROR:root:Caught an exception when exiting the process. Exception:
Traceback (most recent call last):
  File "/localdev/hshah/tt-xla/venv/lib/python3.10/site-packages/torch_xla/__init__.py", line 216, in _prepare_to_exit
    _XLAC._prepare_to_exit()
RuntimeError: TT_FATAL @ /localdev/hshah/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal/ttnn/core/distributed/distributed_tensor.cpp:492: tensor.storage_type() == tt::tt_metal::StorageType::HOST
info:
TensorToMesh only supports host tensors; got storage type: StorageType::MULTI_DEVICE_HOST
backtrace:
 --- /localdev/hshah/tt-xla/third_party/tt-mlir/install/lib/_ttnncpp.so(+0x533840) [0x7f5cff5a0840]
 --- ttnn::distributed::distribute_tensor(tt::tt_metal::Tensor const&, ttnn::distributed::TensorToMesh const&, std::optional<std::reference_wrapper<tt::tt_metal::distributed::MeshDevice> >, ttsl::StrongType<unsigned char, ttnn::QueueIdTag>)
 --- tt::runtime::ttnn::operations::ccl::run(tt::target::ttnn::MeshShardOp const*, tt::runtime::ttnn::ProgramContext&)
 --- tt::runtime::ttnn::ProgramExecutor::execute()
 --- tt::runtime::ttnn::submit(tt::runtime::Device, tt::runtime::Binary, unsigned int, std::vector<tt::runtime::Tensor, std::allocator<tt::runtime::Tensor> >&)
 --- tt::runtime::submit(tt::runtime::Device, tt::runtime::Binary, unsigned int, std::vector<tt::runtime::Tensor, std::allocator<tt::runtime::Tensor> >&)
 --- tt::pjrt::LoadedExecutableInstance::execute(PJRT_LoadedExecutable_Execute_Args*)
 --- tt::pjrt::internal::onLoadedExecutableExecute(PJRT_LoadedExecutable_Execute_Args*)
 --- xla::PjRtCApiLoadedExecutable::Execute(absl::lts_20230802::Span<std::vector<xla::PjRtBuffer*, std::allocator<xla::PjRtBuffer*> > const>, xla::ExecuteOptions const&, std::optional<std::vector<xla::PjRtFuture<void>, std::allocator<xla::PjRtFuture<void> > > >&)
 --- torch_xla::runtime::PjRtComputationClient::ExecuteReplicated(torch_xla::runtime::ComputationClient::Computation const&, absl::lts_20230802::Span<std::shared_ptr<torch_xla::runtime::ComputationClient::Data> const>, absl::lts_20230802::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, torch_xla::runtime::ComputationClient::ExecuteReplicatedOptions const&)
 --- /localdev/hshah/tt-xla/venv/lib/python3.10/site-packages/_XLAC.cpython-310-x86_64-linux-gnu.so(+0x6f4d462) [0x7f5d9aacb462]
 --- torch::lazy::MultiWait::Complete(std::function<void ()> const&)
 --- Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int)
 --- void absl::lts_20230802::internal_any_invocable::RemoteInvoker<false, void, tsl::thread::EigenEnvironment::CreateThread(std::function<void ()>)::{lambda()#1}&>(absl::lts_20230802::internal_any_invocable::TypeErasedState*)
 --- /localdev/hshah/tt-xla/venv/lib/python3.10/site-packages/_XLAC.cpython-310-x86_64-linux-gnu.so(+0x119895e1) [0x7f5da55075e1]
 --- /lib/x86_64-linux-gnu/libc.so.6(+0x94ac3) [0x7f5f1520fac3]
 --- /lib/x86_64-linux-gnu/libc.so.6(+0x126850) [0x7f5f152a1850]
